No.,保険会社,保険商品,保険料,保険期間---払込期間,特　徴,付加済
1,ネオファースト生命保険株式会社,ネオdeしゅうほ(年金支払保証期間2年・非喫煙者健康体),"1,281円","55歳
55歳払","年金月額：10万円
年金支払保証期間：2年
※非喫煙者健康体保険料率",
2,メディケア生命保険（住友生命グループ）,メディフィット収入保障　非喫煙者優良体料率　年金支払保証期間2年,"1,307円","55歳満了
55歳満了","収入保障年金：月額10万円
高度障害年金：月額10万円
年金支払保証期間：2年
＊非喫煙者優良体料率",
3,ネオファースト生命保険株式会社,ネオdeしゅうほ(年金支払保証期間2年・非喫煙者健康体) 特定疾病保険料払込免除特約(2018)Ⅰ型,"1,309円","55歳
55歳払","年金月額：10万円
年金支払保証期間：2年
※特定疾病保険料払込免除特約(2018)Ⅰ型付加
※非喫煙者健康体保険料率",P免
4,ネオファースト生命保険株式会社,ネオdeしゅうほ(年金支払保証期間2年・非喫煙者健康体) 特定疾病保険料払込免除特約(2018)Ⅱ型,"1,315円","55歳
55歳払","年金月額：10万円
年金支払保証期間：2年
※特定疾病保険料払込免除特約(2018)Ⅱ型付加
※非喫煙者健康体保険料率",P免
5,ネオファースト生命保険株式会社,ネオdeしゅうほ(年金支払保証期間2年・非喫煙者健康体) 特定疾病保険料払込免除特約(2018)Ⅲ型,"1,323円","55歳
55歳払","年金月額：10万円
年金支払保証期間：2年
※特定疾病保険料払込免除特約(2018)Ⅲ型付加
※非喫煙者健康体保険料率",P免
6,メディケア生命保険（住友生命グループ）,メディフィット収入保障　非喫煙者優良体料率　年金支払保証期間2年　３大疾病保険料払込免除特約あり,"1,363円","55歳満了
55歳満了","収入保障年金：月額10万円
高度障害年金：月額10万円
年金支払保証期間：2年
＊非喫煙者優良体料率
＊３大疾病保険料払込免除特約あり
上皮内がんでも、以後の保険料はいただきません。",P免
7,Ｔ＆Ｄフィナンシャル生命,家計にやさしい収入保障 非喫煙者健康体保険料率,"1,380円","55歳満了
55歳満了","遺族年金（高度障害年金）：月額10万円
確定保証期間：2年",
8,Ｔ＆Ｄフィナンシャル生命,家計にやさしい収入保障 非喫煙者健康体保険料率　特定疾病保険料払込免除ワイド特則,"1,480円","55歳満了
55歳満了","遺族年金（高度障害年金）：月額10万円
確定保証期間：2年
【特定疾病保険料払込免除ワイド特則適用】",P免
9,損保ジャパン日本興亜ひまわり生命保険株式会社,リンククロス じぶんと家族のお守り（最低保証2年・非喫煙者健康体）,"1,520円","55歳
55歳","遺族年金：月額10万円
高度障害年金：月額10万円
確定保証期間：2年",
10,三井住友海上あいおい生命保険（株）,新収入保障(Ⅰ型)(最低支払保証期間2年)(SD非喫煙者優良体),"1,570円","55歳満了
55歳満了","※SD非喫煙者優良体保険料率
収入保障年金：月額10万円
高度障害年金：月額10万円
確定保証期間：2年",
11,損保ジャパン日本興亜ひまわり生命保険株式会社,リンククロス じぶんと家族のお守り（最低保証2年・非喫煙者健康体・P免あり）,"1,570円","55歳
55歳","遺族年金：月額10万円
高度障害年金：月額10万円
確定保証期間：2年",P免
12,三井住友海上あいおい生命保険（株）,新収入保障(Ⅰ型)(最低支払保証期間2年)(非喫煙者優良体),"1,610円","55歳満了
55歳満了","※非喫煙者優良体保険料率
収入保障年金：月額10万円
高度障害年金：月額10万円
確定保証期間：2年",
13,三井住友海上あいおい生命保険（株）,新収入保障(Ⅰ型)(最低支払保証期間2年)(SD非喫煙者優良体),"1,650円","55歳満了
55歳満了","※SD非喫煙者優良体保険料率
収入保障年金：月額10万円
高度障害年金：月額10万円
確定保証期間：2年",P免
14,三井住友海上あいおい生命保険（株）,新収入保障(Ⅰ型)(最低支払保証期間2年)(非喫煙者優良体),"1,700円","55歳満了
55歳満了","※非喫煙者優良体保険料率
収入保障年金：月額10万円
高度障害年金：月額10万円
確定保証期間：2年",P免
15,損保ジャパン日本興亜ひまわり生命保険株式会社,リンククロス じぶんと家族のお守り（最低保証2年逓減払込・非喫煙者健康体）,"1,720円","55歳
55歳","遺族年金：月額10万円
高度障害年金：月額10万円
確定保証期間：2年",
16,メットライフ生命保険株式会社,マイディアレスト(非喫煙保険料率　確定保証期間2年),"1,740円","55歳
55歳満了","※この商品は基本コース(Ⅰ型)です
遺族年金：月額10万円
高度障害年金：月額10万円
確定保証期間：2年",
17,損保ジャパン日本興亜ひまわり生命保険株式会社,リンククロス じぶんと家族のお守り（最低保証2年逓減払込・非喫煙者健康体・P免あり）,"1,770円","55歳
55歳","遺族年金：月額10万円
高度障害年金：月額10万円
確定保証期間：2年",P免
18,三井住友海上あいおい生命保険（株）,新収入保障(Ⅰ型)(最低支払保証期間2年)(SD非喫煙者標準体),"1,790円","55歳満了
55歳満了","※SD非喫煙者標準体保険料率
収入保障年金：月額10万円
高度障害年金：月額10万円
確定保証期間：2年",
19,三井住友海上あいおい生命保険（株）,新収入保障(Ⅰ型)(最低支払保証期間2年)(非喫煙者標準体),"1,840円","55歳満了
55歳満了","※非喫煙者標準体保険料率
収入保障年金：月額10万円
高度障害年金：月額10万円
確定保証期間：2年",
20,三井住友海上あいおい生命保険（株）,新収入保障(Ⅰ型)(最低支払保証期間2年)(SD非喫煙者標準体),"1,870円","55歳満了
55歳満了","※SD非喫煙者標準体保険料率
収入保障年金：月額10万円
高度障害年金：月額10万円
確定保証期間：2年",P免
21,メディケア生命保険（住友生命グループ）,メディフィット収入保障　非喫煙者標準体料率　年金支払保証期間2年,"1,876円","55歳満了
55歳満了","収入保障年金：月額10万円
高度障害年金：月額10万円
年金支払保証期間：2年
＊非喫煙者標準体料率",
22,Ｔ＆Ｄフィナンシャル生命,家計にやさしい収入保障,"1,900円","55歳満了
55歳満了","遺族年金（高度障害年金）：月額10万円
確定保証期間：2年",
23,FWD富士生命保険株式会社,FWD収入保障〔非喫煙者標準体/最低支払保証期間2年〕,"1,912円","55歳
55歳","遺族年金：月額10万円
高度障害年金：月額10万円
最低支払保証期間：2年",
24,アクサダイレクト生命保険株式会社,アクサダイレクトの収入保障２ 年金支払保証期間２年,"1,920円","55歳満了
55歳満了","死亡年金：月額10万円
高度障害年金：月額10万円
確定保証期間：2年",
25,三井住友海上あいおい生命保険（株）,新収入保障(Ⅰ型)(最低支払保証期間2年)(非喫煙者標準体),"1,930円","55歳満了
55歳満了","※非喫煙者標準体保険料率
収入保障年金：月額10万円
高度障害年金：月額10万円
確定保証期間：2年",P免
26,メディケア生命保険（住友生命グループ）,メディフィット収入保障　非喫煙者標準体料率　年金支払保証期間2年　３大疾病保険料払込免除特約あり,"1,957円","55歳満了
55歳満了","収入保障年金：月額10万円
高度障害年金：月額10万円
年金支払保証期間：2年
＊非喫煙者標準体料率
＊３大疾病保険料払込免除特約あり
上皮内がんでも、以後の保険料はいただきません。",P免
27,損保ジャパン日本興亜ひまわり生命保険株式会社,リンククロス じぶんと家族のお守り（最低保証2年・非喫煙者標準体）,"1,970円","55歳
55歳","遺族年金：月額10万円
高度障害年金：月額10万円
確定保証期間：2年",
28,FWD富士生命保険株式会社,FWD収入保障〔非喫煙者標準体/最低支払保証期間2年〕　3大疾病保険料払込免除特約Ⅱ付加,"1,998円","55歳
55歳","遺族年金：月額10万円
高度障害年金：月額10万円
最低支払保証期間：2年",P免
29,Ｔ＆Ｄフィナンシャル生命,家計にやさしい収入保障　特定疾病保険料払込免除ワイド特則,"2,040円","55歳満了
55歳満了","遺族年金（高度障害年金）：月額10万円
確定保証期間：2年
【特定疾病保険料払込免除ワイド特則適用】",P免
30,損保ジャパン日本興亜ひまわり生命保険株式会社,リンククロス じぶんと家族のお守り（最低保証2年・非喫煙者標準体・P免あり）,"2,040円","55歳
55歳","遺族年金：月額10万円
高度障害年金：月額10万円
確定保証期間：2年",P免
31,メディケア生命保険（住友生命グループ）,メディフィット収入保障　喫煙者料率　年金支払保証期間2年,"2,054円","55歳満了
55歳満了","収入保障年金：月額10万円
高度障害年金：月額10万円
年金支払保証期間：2年
＊喫煙者料率",
32,メディケア生命保険（住友生命グループ）,メディフィット収入保障　喫煙者料率　年金支払保証期間2年　３大疾病保険料払込免除特約あり,"2,142円","55歳満了
55歳満了","収入保障年金：月額10万円
高度障害年金：月額10万円
年金支払保証期間：2年
＊喫煙者料率
＊３大疾病保険料払込免除特約あり
上皮内がんでも、以後の保険料はいただきません。",P免
33,メットライフ生命保険株式会社,マイディアレスト(喫煙保険料率　確定保証期間2年),"2,170円","55歳
55歳満了","※この商品は基本コース(Ⅰ型)です
遺族年金：月額10万円
高度障害年金：月額10万円
確定保証期間：2年",
34,損保ジャパン日本興亜ひまわり生命保険株式会社,リンククロス じぶんと家族のお守り（最低保証2年）,"2,170円","55歳
55歳","遺族年金：月額10万円
高度障害年金：月額10万円
確定保証期間：2年",
35,三井住友海上あいおい生命保険（株）,新総合収入保障(Ⅱ型)(最低支払保証期間2年)(SD非喫煙者優良体),"2,190円","55歳満了
55歳満了","※SD非喫煙者優良体保険料率
収入保障年金：月額10万円
高度障害年金：月額10万円
生活障害年金：月額10万円
生活介護年金：月額10万円
確定保証期間：2年",
36,三井住友海上あいおい生命保険（株）,新収入保障(Ⅰ型)(最低支払保証期間2年)(標準体),"2,230円","55歳満了
55歳満了","※標準体保険料率
収入保障年金：月額10万円
高度障害年金：月額10万円
確定保証期間：2年",
37,三井住友海上あいおい生命保険（株）,新総合収入保障(Ⅱ型)(最低支払保証期間2年)(非喫煙者優良体),"2,240円","55歳満了
55歳満了","※非喫煙者優良体保険料率
収入保障年金：月額10万円
高度障害年金：月額10万円
生活障害年金：月額10万円
生活介護年金：月額10万円
確定保証期間：2年",
38,損保ジャパン日本興亜ひまわり生命保険株式会社,リンククロス じぶんと家族のお守り（最低保証2年逓減払込・非喫煙者標準体）,"2,240円","55歳
55歳","遺族年金：月額10万円
高度障害年金：月額10万円
確定保証期間：2年",
39,損保ジャパン日本興亜ひまわり生命保険株式会社,リンククロス じぶんと家族のお守り（最低保証2年・P免あり）,"2,250円","55歳
55歳","遺族年金：月額10万円
高度障害年金：月額10万円
確定保証期間：2年",P免
40,ネオファースト生命保険株式会社,ネオdeしゅうほ(年金支払保証期間2年・標準体),"2,266円","55歳
55歳払","年金月額：10万円
年金支払保証期間：2年
※標準体保険料率",
41,損保ジャパン日本興亜ひまわり生命保険株式会社,リンククロス じぶんと家族のお守り（最低保証2年逓減払込・非喫煙者標準体・P免あり）,"2,300円","55歳
55歳","遺族年金：月額10万円
高度障害年金：月額10万円
確定保証期間：2年",P免
42,三井住友海上あいおい生命保険（株）,新総合収入保障(Ⅱ型)(最低支払保証期間2年)(SD非喫煙者優良体),"2,310円","55歳満了
55歳満了","※SD非喫煙者優良体保険料率
収入保障年金：月額10万円
高度障害年金：月額10万円
生活障害年金：月額10万円
生活介護年金：月額10万円
確定保証期間：2年",P免
